ID, Nationality, Gender, Age, Degree, Hours on Readings, Hours on Assignments, Hours on Games, Hours on Internet, Exam, Grade, GradeLetter
8337, Spain, 0,23, BS, 10, 7, 14, 3,75.24,73.93,C
8338, Spain, 0,19, BS, 10, 7, 14, 3,87.31,76.56,C
8339, Spain, 0,25, BS, 10, 7, 14, 3,74.78,87.50,B
8340, Spain, 0,25, BS, 10, 7, 14, 3,70.60,87.03,B
8341, Spain, 0,19, BS, 10, 7, 14, 3,80.72,86.05,B
8342, Spain, 0,26, BS, 10, 7, 14, 3,73.45,78.79,C
8343, Spain, 0,26, BS, 10, 7, 14, 3,73.62,77.06,C
8344, Spain, 0,22, BS, 10, 7, 14, 3,70.15,79.79,B
8345, Spain, 0,20, BS, 10, 7, 14, 3,82.11,75.06,C
8346, Spain, 0,23, BS, 10, 7, 14, 3,80.08,84.80,B
8347, Spain, 0,18, BS, 10, 7, 14, 3,74.67,72.31,C
8348, Spain, 0,23, BS, 10, 7, 14, 3,83.76,81.16,B
8349, Spain, 0,24, BS, 10, 7, 14, 3,70.96,88.29,A
8350, Spain, 0,22, BS, 10, 7, 14, 3,70.07,78.30,C
8351, Spain, 0,26, BS, 10, 7, 14, 3,80.69,87.78,B
8352, Spain, 0,22, BS, 10, 7, 14, 3,72.91,87.87,B
8353, Spain, 0,18, BS, 10, 7, 14, 3,84.17,72.57,C
8354, Spain, 0,26, BS, 10, 7, 14, 3,89.17,80.17,B
8355, Spain, 0,24, BS, 10, 7, 14, 3,72.11,83.16,B
8356, Spain, 0,21, BS, 10, 7, 14, 3,88.22,72.73,C
8357, Spain, 0,23, BS, 10, 7, 14, 3,82.87,71.24,C
8358, Spain, 0,20, BS, 10, 7, 14, 3,77.28,82.45,B
8359, Spain, 0,22, BS, 10, 7, 14, 3,71.22,88.29,A
8360, Spain, 0,22, BS, 10, 7, 14, 3,83.31,75.84,C
8361, Spain, 0,24, BS, 10, 7, 14, 3,85.89,71.53,C
8362, Spain, 0,21, BS, 10, 7, 14, 3,76.84,70.85,C
8363, Spain, 0,22, BS, 10, 7, 14, 3,75.45,70.51,C
8364, Spain, 0,23, BS, 10, 7, 14, 3,77.87,86.15,B
8365, Spain, 0,19, BS, 10, 7, 14, 3,84.38,79.71,B
8366, Spain, 0,22, BS, 10, 7, 14, 3,81.76,86.78,B
8367, Spain, 0,25, BS, 10, 7, 14, 3,74.69,74.92,C
8368, Spain, 0,19, BS, 10, 7, 14, 3,85.80,86.12,B
8369, Spain, 0,20, BS, 10, 7, 14, 3,72.37,89.28,A
8370, Spain, 0,25, BS, 10, 7, 14, 3,84.75,84.69,B
8371, Spain, 0,24, BS, 10, 7, 14, 3,74.19,74.44,C
8372, Spain, 0,18, BS, 10, 7, 14, 3,80.81,82.98,B
8373, China, 1,18, BS, 10, 12, 2, 1,95.93,94.27,A
8374, China, 1,26, BS, 10, 12, 2, 1,98.70,96.92,A
8375, China, 1,26, BS, 10, 12, 2, 1,96.90,96.40,A
8376, China, 1,23, BS, 10, 12, 2, 1,97.18,98.73,A
8377, China, 1,24, BS, 10, 12, 2, 1,92.79,99.02,A
8378, China, 1,21, BS, 10, 12, 2, 1,91.37,94.55,A
8379, China, 1,18, BS, 10, 12, 2, 1,96.19,94.08,A
8380, China, 1,23, BS, 10, 12, 2, 1,98.95,97.40,A
8381, China, 1,21, BS, 10, 12, 2, 1,97.74,91.40,A
8382, China, 1,21, BS, 10, 12, 2, 1,98.74,93.13,A
8383, China, 1,20, BS, 10, 12, 2, 1,90.89,98.39,A
8384, China, 1,22, BS, 10, 12, 2, 1,95.88,98.09,A
8385, China, 1,19, BS, 10, 12, 2, 1,97.84,94.44,A
8386, China, 1,23, BS, 10, 12, 2, 1,92.11,94.94,A
8387, China, 1,20, BS, 10, 12, 2, 1,97.77,94.04,A
8388, China, 1,22, BS, 10, 12, 2, 1,93.86,91.98,A
8389, China, 1,18, BS, 10, 12, 2, 1,91.67,94.84,A
8390, China, 1,20, BS, 10, 12, 2, 1,97.14,97.72,A
8391, China, 1,24, BS, 10, 12, 2, 1,99.84,90.89,A
8392, China, 1,22, BS, 10, 12, 2, 1,90.89,99.99,A
8393, China, 1,22, BS, 10, 12, 2, 1,97.25,97.53,A
8394, China, 1,20, BS, 10, 12, 2, 1,94.03,94.89,A
8395, China, 1,24, BS, 10, 12, 2, 1,98.17,91.72,A
8396, China, 1,20, BS, 10, 12, 2, 1,94.91,99.24,A
8397, China, 1,22, BS, 10, 12, 2, 1,91.54,94.39,A
8398, China, 1,25, BS, 10, 12, 2, 1,95.51,96.59,A
8399, China, 1,22, BS, 10, 12, 2, 1,98.31,95.97,A
8400, China, 1,24, BS, 10, 12, 2, 1,92.87,98.47,A
8401, China, 1,25, BS, 10, 12, 2, 1,96.17,90.03,A
8402, China, 1,21, BS, 10, 12, 2, 1,92.90,94.65,A
8403, China, 1,22, BS, 10, 12, 2, 1,91.26,92.97,A
8404, China, 1,25, BS, 10, 12, 2, 1,90.78,90.46,A
8405, China, 1,20, BS, 10, 12, 2, 1,94.31,98.50,A
8406, China, 1,22, BS, 10, 12, 2, 1,94.86,92.06,A
8407, China, 1,20, BS, 10, 12, 2, 1,96.03,99.05,A
8408, China, 1,23, BS, 10, 12, 2, 1,94.38,94.20,A
8409, China, 1,19, BS, 10, 12, 2, 1,94.40,95.23,A
8410, China, 1,18, BS, 10, 12, 2, 1,97.42,98.32,A
8411, China, 1,20, BS, 10, 12, 2, 1,94.48,99.63,A
8412, China, 1,18, BS, 10, 12, 2, 1,96.64,96.22,A
8413, China, 1,21, BS, 10, 12, 2, 1,96.82,94.08,A
8414, China, 1,24, BS, 10, 12, 2, 1,94.12,91.03,A
8415, China, 1,22, BS, 10, 12, 2, 1,92.35,98.17,A
8416, China, 1,26, BS, 10, 12, 2, 1,96.12,93.70,A
8417, China, 1,26, BS, 10, 12, 2, 1,95.38,97.21,A
8418, China, 1,22, BS, 10, 12, 2, 1,90.74,92.28,A
8419, China, 1,26, BS, 10, 12, 2, 1,96.55,99.49,A
8420, China, 1,22, BS, 10, 12, 2, 1,92.08,92.62,A
8421, China, 1,25, BS, 10, 12, 2, 1,95.38,95.52,A
8422, China, 1,24, BS, 10, 12, 2, 1,90.58,96.36,A
8423, China, 1,21, BS, 10, 12, 2, 1,93.27,92.29,A
8424, China, 1,23, BS, 10, 12, 2, 1,98.34,94.64,A
8425, China, 1,26, BS, 10, 12, 2, 1,94.39,97.70,A
8426, Spain, 1,24, BS, 11, 5, 12, 2,82.63,85.13,B
8427, Spain, 1,21, BS, 11, 5, 12, 2,89.62,96.91,A
8428, Spain, 1,23, BS, 11, 5, 12, 2,84.09,97.15,A
8429, Spain, 1,22, BS, 11, 5, 12, 2,98.26,87.82,B
8430, Spain, 1,19, BS, 11, 5, 12, 2,93.18,99.38,A
8431, Spain, 1,22, BS, 11, 5, 12, 2,85.36,80.66,B
8432, Spain, 1,21, BS, 11, 5, 12, 2,84.01,93.24,A
8433, Spain, 1,19, BS, 11, 5, 12, 2,95.03,85.06,B
8434, Spain, 1,21, BS, 11, 5, 12, 2,82.39,92.62,A
8435, Spain, 1,23, BS, 11, 5, 12, 2,96.78,98.42,A
8436, Spain, 1,18, BS, 11, 5, 12, 2,98.30,92.74,A
8437, Spain, 1,25, BS, 11, 5, 12, 2,92.19,80.92,B
8438, Spain, 1,18, BS, 11, 5, 12, 2,89.24,85.73,B
8439, Spain, 1,20, BS, 11, 5, 12, 2,81.81,83.81,B
8440, Spain, 1,18, BS, 11, 5, 12, 2,99.69,86.43,B
8441, Spain, 1,19, BS, 11, 5, 12, 2,82.06,92.00,A
8442, Spain, 1,25, BS, 11, 5, 12, 2,98.53,97.25,A
8443, Spain, 1,24, BS, 11, 5, 12, 2,92.09,98.20,A
8444, Spain, 1,25, BS, 11, 5, 12, 2,98.51,84.57,B
8445, Spain, 1,25, BS, 11, 5, 12, 2,83.53,99.43,A
8446, Spain, 1,21, BS, 11, 5, 12, 2,92.39,83.53,B
8447, Spain, 1,20, BS, 11, 5, 12, 2,80.34,81.42,B
8448, Spain, 1,26, BS, 11, 5, 12, 2,83.84,94.17,A
8449, Spain, 1,26, BS, 11, 5, 12, 2,92.66,80.74,B
8450, Spain, 1,24, BS, 11, 5, 12, 2,94.42,89.84,A
8451, Spain, 1,25, BS, 11, 5, 12, 2,80.09,88.41,A
8452, Spain, 1,20, BS, 11, 5, 12, 2,98.87,87.42,B
8453, Spain, 1,22, BS, 11, 5, 12, 2,84.65,95.68,A
8454, Spain, 1,19, BS, 11, 5, 12, 2,80.39,98.90,A
8455, Spain, 1,24, BS, 11, 5, 12, 2,94.92,85.18,B
8456, Spain, 1,26, BS, 11, 5, 12, 2,85.60,90.62,A
8457, Spain, 1,21, BS, 11, 5, 12, 2,95.98,82.06,B
8458, Spain, 1,21, BS, 11, 5, 12, 2,95.06,99.43,A
8459, Spain, 1,26, BS, 11, 5, 12, 2,99.18,93.71,A
8460, Spain, 1,26, BS, 11, 5, 12, 2,96.27,86.69,B
8461, Spain, 1,24, BS, 11, 5, 12, 2,99.81,99.24,A
8462, Spain, 1,25, BS, 11, 5, 12, 2,82.56,92.94,A
8463, Spain, 1,19, BS, 11, 5, 12, 2,82.59,84.40,B
8464, Spain, 1,20, BS, 11, 5, 12, 2,97.23,95.11,A
8465, Spain, 1,25, BS, 11, 5, 12, 2,84.68,87.52,B
8466, Spain, 1,21, BS, 11, 5, 12, 2,90.23,91.39,A
8467, Spain, 1,22, BS, 11, 5, 12, 2,98.49,80.14,B
8468, Spain, 1,20, BS, 11, 5, 12, 2,82.86,100.00,A
8469, Spain, 1,26, BS, 11, 5, 12, 2,88.04,89.01,A
8470, Spain, 1,24, BS, 11, 5, 12, 2,81.72,87.92,B
8471, Spain, 1,26, BS, 11, 5, 12, 2,98.21,90.41,A
8472, Spain, 1,23, BS, 11, 5, 12, 2,83.61,89.28,A
8473, Spain, 1,18, BS, 11, 5, 12, 2,81.64,80.72,B
8474, Spain, 1,23, BS, 11, 5, 12, 2,93.97,84.46,B
8475, Spain, 1,25, BS, 11, 5, 12, 2,98.21,88.83,A
8476, Spain, 1,26, BS, 11, 5, 12, 2,93.33,97.75,A
8477, Spain, 1,26, BS, 11, 5, 12, 2,85.77,94.63,A
8478, Spain, 1,18, BS, 11, 5, 12, 2,80.77,80.19,B
8479, Spain, 1,25, BS, 11, 5, 12, 2,94.29,93.44,A
8480, Spain, 1,26, BS, 11, 5, 12, 2,98.78,99.33,A
8481, Spain, 1,22, BS, 11, 5, 12, 2,93.02,84.22,B
8482, India, 0,26, MS, 9, 4, 9, 14,81.39,84.80,B
8483, India, 0,25, MS, 9, 4, 9, 14,62.54,61.35,C
8484, India, 0,25, MS, 9, 4, 9, 14,66.43,64.21,C
8485, India, 0,26, MS, 9, 4, 9, 14,82.83,73.85,C
8486, India, 0,21, MS, 9, 4, 9, 14,40.61,55.95,F
8487, India, 0,21, MS, 9, 4, 9, 14,61.50,62.14,C
8488, India, 0,25, MS, 9, 4, 9, 14,70.89,82.33,B
8489, India, 0,20, MS, 9, 4, 9, 14,55.88,63.94,C
8490, India, 0,18, MS, 9, 4, 9, 14,61.51,70.23,C
8491, India, 0,19, MS, 9, 4, 9, 14,74.70,81.27,B
8492, India, 0,18, MS, 9, 4, 9, 14,65.26,72.81,C
8493, India, 0,19, MS, 9, 4, 9, 14,46.13,57.59,F
8494, India, 0,25, MS, 9, 4, 9, 14,67.00,63.15,C
8495, India, 0,18, MS, 9, 4, 9, 14,81.52,79.92,B
8496, India, 0,21, MS, 9, 4, 9, 14,62.12,72.45,C
8497, India, 0,19, MS, 9, 4, 9, 14,73.77,79.77,B
8498, India, 0,23, MS, 9, 4, 9, 14,52.21,60.84,C
8499, India, 0,23, MS, 9, 4, 9, 14,42.89,63.99,C
8500, India, 0,23, MS, 9, 4, 9, 14,75.03,84.87,B
8501, India, 0,19, MS, 9, 4, 9, 14,75.51,83.99,B
8502, India, 0,26, MS, 9, 4, 9, 14,48.54,64.97,C
8503, India, 0,23, MS, 9, 4, 9, 14,68.64,68.99,C
8504, India, 0,24, MS, 9, 4, 9, 14,81.26,76.32,C
8505, India, 0,22, MS, 9, 4, 9, 14,44.04,54.02,F
8506, India, 0,20, MS, 9, 4, 9, 14,62.01,60.35,C
8507, India, 0,25, MS, 9, 4, 9, 14,68.09,73.62,C
8508, India, 0,18, MS, 9, 4, 9, 14,72.29,73.31,C
8509, India, 0,25, MS, 9, 4, 9, 14,79.22,77.79,C
8510, India, 0,18, MS, 9, 4, 9, 14,70.76,83.64,B
8511, India, 0,19, MS, 9, 4, 9, 14,70.40,84.49,B
8512, India, 0,24, MS, 9, 4, 9, 14,63.11,63.18,C
8513, India, 0,18, MS, 9, 4, 9, 14,84.98,78.99,C
8514, India, 0,26, MS, 9, 4, 9, 14,66.51,68.84,C
8515, India, 0,25, MS, 9, 4, 9, 14,43.02,55.34,F
8516, India, 0,20, MS, 9, 4, 9, 14,68.17,73.00,C
8517, India, 0,18, MS, 9, 4, 9, 14,62.05,64.59,C
8518, India, 0,25, MS, 9, 4, 9, 14,51.43,50.78,F
8519, India, 0,21, MS, 9, 4, 9, 14,61.89,66.43,C
8520, India, 0,23, MS, 9, 4, 9, 14,42.56,66.18,C
8521, India, 0,23, MS, 9, 4, 9, 14,41.09,61.87,C
8522, India, 0,24, MS, 9, 4, 9, 14,81.67,71.37,C
8523, India, 0,18, MS, 9, 4, 9, 14,69.09,60.90,C
8524, India, 0,24, MS, 9, 4, 9, 14,66.12,63.27,C
8525, India, 0,24, MS, 9, 4, 9, 14,78.67,80.24,B
8526, India, 0,24, MS, 9, 4, 9, 14,43.56,65.57,C
8527, India, 0,22, MS, 9, 4, 9, 14,51.50,63.68,C
8528, India, 0,18, MS, 9, 4, 9, 14,67.27,63.27,C
8529, India, 0,19, MS, 9, 4, 9, 14,57.83,50.74,F
8530, India, 0,22, MS, 9, 4, 9, 14,56.84,58.44,F
8531, India, 0,18, MS, 9, 4, 9, 14,49.13,57.81,F
8532, India, 0,19, MS, 9, 4, 9, 14,46.91,52.63,F
8533, India, 0,24, MS, 9, 4, 9, 14,43.00,61.94,C
8534, India, 0,19, MS, 9, 4, 9, 14,78.26,75.08,C
8535, India, 0,24, MS, 9, 4, 9, 14,66.66,68.63,C
8536, India, 0,19, MS, 9, 4, 9, 14,48.13,59.32,C
8537, India, 0,25, MS, 9, 4, 9, 14,79.96,77.72,C
8538, Spain, 0,23, BS, 9, 12, 13, 0,87.31,88.10,A
8539, Spain, 0,23, BS, 9, 12, 13, 0,91.74,83.28,B
8540, Spain, 0,18, BS, 9, 12, 13, 0,84.01,81.85,B
8541, Spain, 0,24, BS, 9, 12, 13, 0,85.65,92.10,A
8542, Spain, 0,25, BS, 9, 12, 13, 0,87.08,81.43,B
8543, Spain, 0,22, BS, 9, 12, 13, 0,94.38,89.32,A
8544, Spain, 0,19, BS, 9, 12, 13, 0,87.71,85.07,B
8545, Spain, 0,22, BS, 9, 12, 13, 0,94.93,95.91,A
8546, Spain, 0,18, BS, 9, 12, 13, 0,98.35,86.92,B
8547, Spain, 0,25, BS, 9, 12, 13, 0,84.42,96.34,A
8548, Spain, 0,23, BS, 9, 12, 13, 0,82.66,87.04,B
8549, Spain, 0,25, BS, 9, 12, 13, 0,99.18,96.48,A
8550, Spain, 0,24, BS, 9, 12, 13, 0,90.40,86.17,B
8551, Spain, 0,26, BS, 9, 12, 13, 0,81.24,92.24,A
8552, Spain, 0,22, BS, 9, 12, 13, 0,94.33,92.89,A
8553, Spain, 0,19, BS, 9, 12, 13, 0,91.91,86.96,B
8554, Spain, 0,20, BS, 9, 12, 13, 0,90.02,88.13,A
8555, Spain, 0,18, BS, 9, 12, 13, 0,86.07,82.36,B
8556, Spain, 0,25, BS, 9, 12, 13, 0,84.67,95.47,A
8557, Spain, 0,20, BS, 9, 12, 13, 0,93.33,98.11,A
8558, Spain, 0,21, BS, 9, 12, 13, 0,99.91,81.87,B
8559, Spain, 0,26, BS, 9, 12, 13, 0,87.02,92.16,A
8560, Spain, 0,25, BS, 9, 12, 13, 0,90.15,99.03,A
8561, Spain, 0,19, BS, 9, 12, 13, 0,95.68,97.83,A
8562, Spain, 0,18, BS, 9, 12, 13, 0,98.63,97.39,A
8563, Spain, 0,23, BS, 9, 12, 13, 0,99.41,82.41,B
8564, Spain, 0,19, BS, 9, 12, 13, 0,81.85,91.23,A
8565, Spain, 0,26, BS, 9, 12, 13, 0,91.34,98.97,A
8566, Spain, 0,20, BS, 9, 12, 13, 0,91.86,97.81,A
8567, Spain, 0,20, BS, 9, 12, 13, 0,99.86,87.47,B
8568, Spain, 0,19, BS, 9, 12, 13, 0,91.25,82.03,B
8569, Spain, 0,25, BS, 9, 12, 13, 0,99.72,81.37,B
8570, Spain, 0,19, BS, 9, 12, 13, 0,98.69,90.33,A
8571, Spain, 0,24, BS, 9, 12, 13, 0,90.14,93.39,A
8572, Spain, 0,23, BS, 9, 12, 13, 0,82.66,80.27,B
8573, Spain, 0,26, BS, 9, 12, 13, 0,81.10,98.49,A
8574, Spain, 0,26, BS, 9, 12, 13, 0,96.44,88.66,A
8575, Spain, 0,19, BS, 9, 12, 13, 0,92.53,93.63,A
8576, Spain, 0,18, BS, 9, 12, 13, 0,88.81,96.96,A
8577, Spain, 0,25, BS, 9, 12, 13, 0,97.58,94.87,A
8578, Spain, 0,18, BS, 9, 12, 13, 0,90.98,94.08,A
8579, Spain, 0,19, BS, 9, 12, 13, 0,88.96,96.22,A
8580, Spain, 0,24, BS, 9, 12, 13, 0,88.00,97.59,A
8581, Spain, 0,22, BS, 9, 12, 13, 0,97.55,93.09,A
8582, Spain, 0,24, BS, 9, 12, 13, 0,83.51,95.33,A
8583, Spain, 0,22, BS, 9, 12, 13, 0,87.52,96.21,A
8584, Spain, 0,20, BS, 9, 12, 13, 0,82.34,85.32,B
8585, Spain, 0,24, BS, 9, 12, 13, 0,89.96,84.55,B
8586, Spain, 0,19, BS, 9, 12, 13, 0,84.02,86.12,B
8587, Spain, 0,18, BS, 9, 12, 13, 0,82.41,99.31,A
8588, Spain, 0,21, BS, 9, 12, 13, 0,87.24,97.09,A
8589, Spain, 0,26, BS, 9, 12, 13, 0,80.79,94.52,A
8590, Spain, 0,18, BS, 9, 12, 13, 0,97.90,81.67,B
8591, Spain, 0,20, BS, 9, 12, 13, 0,87.78,92.30,A
8592, Spain, 0,18, BS, 9, 12, 13, 0,87.59,99.65,A
8593, Spain, 0,22, BS, 9, 12, 13, 0,86.59,97.03,A
8594, France, 1,23, PHD, 12, 6, 8, 12,89.47,79.89,B
8595, France, 1,21, PHD, 12, 6, 8, 12,87.52,87.00,B
8596, France, 1,19, PHD, 12, 6, 8, 12,77.44,71.85,C
8597, France, 1,20, PHD, 12, 6, 8, 12,89.87,87.87,B
8598, France, 1,22, PHD, 12, 6, 8, 12,82.03,74.70,C
8599, France, 1,22, PHD, 12, 6, 8, 12,85.85,71.82,C
8600, France, 1,18, PHD, 12, 6, 8, 12,84.68,82.24,B
8601, France, 1,18, PHD, 12, 6, 8, 12,77.85,85.58,B
8602, France, 1,22, PHD, 12, 6, 8, 12,78.78,76.83,C
8603, France, 1,25, PHD, 12, 6, 8, 12,87.92,86.88,B
8604, France, 1,19, PHD, 12, 6, 8, 12,83.93,80.02,B
8605, France, 1,22, PHD, 12, 6, 8, 12,71.13,80.65,B
8606, France, 1,25, PHD, 12, 6, 8, 12,78.07,86.51,B
8607, France, 1,19, PHD, 12, 6, 8, 12,74.30,77.89,C
8608, France, 1,21, PHD, 12, 6, 8, 12,88.69,86.07,B
8609, France, 1,23, PHD, 12, 6, 8, 12,79.76,85.19,B
8610, France, 1,25, PHD, 12, 6, 8, 12,76.74,79.62,B
8611, France, 1,25, PHD, 12, 6, 8, 12,71.83,86.08,B
8612, France, 1,23, PHD, 12, 6, 8, 12,82.06,88.09,A
8613, France, 1,20, PHD, 12, 6, 8, 12,82.55,81.65,B
8614, France, 1,18, PHD, 12, 6, 8, 12,88.83,79.97,B
8615, France, 1,23, PHD, 12, 6, 8, 12,79.98,75.13,C
8616, France, 1,22, PHD, 12, 6, 8, 12,77.27,75.36,C
8617, France, 1,20, PHD, 12, 6, 8, 12,78.02,83.92,B
8618, France, 1,18, PHD, 12, 6, 8, 12,77.51,80.24,B
8619, France, 1,20, PHD, 12, 6, 8, 12,74.09,74.40,C
8620, France, 1,22, PHD, 12, 6, 8, 12,88.93,88.78,A
8621, France, 1,19, PHD, 12, 6, 8, 12,83.05,71.93,C
8622, France, 1,19, PHD, 12, 6, 8, 12,75.27,79.64,B
8623, France, 1,18, PHD, 12, 6, 8, 12,73.61,86.08,B
8624, France, 1,19, PHD, 12, 6, 8, 12,79.58,70.90,C
8625, France, 1,18, PHD, 12, 6, 8, 12,74.22,77.49,C
8626, France, 1,22, PHD, 12, 6, 8, 12,80.93,80.16,B
8627, France, 1,26, PHD, 12, 6, 8, 12,85.41,72.36,C
8628, France, 1,26, PHD, 12, 6, 8, 12,89.40,86.56,B
8629, France, 1,21, PHD, 12, 6, 8, 12,87.33,71.89,C
8630, France, 1,19, PHD, 12, 6, 8, 12,78.63,82.24,B
8631, France, 1,21, PHD, 12, 6, 8, 12,84.77,89.24,A
8632, France, 1,24, PHD, 12, 6, 8, 12,77.91,72.70,C
8633, France, 1,20, PHD, 12, 6, 8, 12,88.33,81.54,B
8634, France, 1,23, PHD, 12, 6, 8, 12,80.92,87.93,B
8635, France, 1,21, PHD, 12, 6, 8, 12,72.84,73.56,C
8636, France, 1,23, PHD, 12, 6, 8, 12,83.30,88.02,A
8637, France, 1,19, PHD, 12, 6, 8, 12,82.77,85.58,B
8638, France, 1,19, PHD, 12, 6, 8, 12,78.07,88.68,A
8639, France, 1,26, PHD, 12, 6, 8, 12,79.76,87.43,B
8640, France, 1,22, PHD, 12, 6, 8, 12,75.98,79.50,B
8641, France, 1,25, PHD, 12, 6, 8, 12,77.63,89.36,A
8642, India, 0,24, PHD, 13, 14, 12, 13,83.30,81.51,B
8643, India, 0,22, PHD, 13, 14, 12, 13,85.28,84.79,B
8644, India, 0,21, PHD, 13, 14, 12, 13,80.10,98.55,A
8645, India, 0,19, PHD, 13, 14, 12, 13,95.34,88.51,A
8646, India, 0,21, PHD, 13, 14, 12, 13,98.48,91.77,A
8647, India, 0,24, PHD, 13, 14, 12, 13,87.35,82.16,B
8648, India, 0,24, PHD, 13, 14, 12, 13,99.20,80.93,B
8649, India, 0,22, PHD, 13, 14, 12, 13,81.98,93.71,A
8650, India, 0,25, PHD, 13, 14, 12, 13,98.33,89.63,A
8651, India, 0,23, PHD, 13, 14, 12, 13,87.07,92.46,A
8652, India, 0,24, PHD, 13, 14, 12, 13,93.52,80.09,B
8653, India, 0,24, PHD, 13, 14, 12, 13,86.50,86.78,B
8654, India, 0,18, PHD, 13, 14, 12, 13,99.46,99.95,A
8655, India, 0,25, PHD, 13, 14, 12, 13,93.54,98.78,A
8656, India, 0,25, PHD, 13, 14, 12, 13,98.50,93.21,A
8657, India, 0,20, PHD, 13, 14, 12, 13,90.12,88.74,A
8658, India, 0,19, PHD, 13, 14, 12, 13,92.58,87.25,B
8659, India, 0,18, PHD, 13, 14, 12, 13,81.59,91.46,A
8660, India, 0,19, PHD, 13, 14, 12, 13,91.88,97.53,A
8661, India, 0,25, PHD, 13, 14, 12, 13,91.73,83.47,B
8662, India, 0,26, PHD, 13, 14, 12, 13,94.45,87.99,B
8663, India, 0,22, PHD, 13, 14, 12, 13,82.71,87.79,B
8664, India, 0,24, PHD, 13, 14, 12, 13,84.03,94.93,A
8665, India, 0,18, PHD, 13, 14, 12, 13,90.37,82.67,B
8666, India, 0,19, PHD, 13, 14, 12, 13,86.45,85.75,B
8667, India, 0,21, PHD, 13, 14, 12, 13,84.71,91.86,A
8668, India, 0,22, PHD, 13, 14, 12, 13,89.78,83.24,B
8669, India, 0,20, PHD, 13, 14, 12, 13,85.39,94.05,A
8670, India, 0,21, PHD, 13, 14, 12, 13,98.92,91.04,A
8671, India, 0,25, PHD, 13, 14, 12, 13,87.48,90.46,A
8672, India, 0,25, PHD, 13, 14, 12, 13,85.76,83.18,B
8673, India, 0,25, PHD, 13, 14, 12, 13,92.38,92.82,A
8674, India, 0,19, PHD, 13, 14, 12, 13,86.59,88.17,A
8675, India, 0,23, PHD, 13, 14, 12, 13,85.50,89.80,A
8676, India, 0,22, PHD, 13, 14, 12, 13,83.81,81.11,B
8677, India, 0,25, PHD, 13, 14, 12, 13,94.27,94.42,A
8678, India, 0,25, PHD, 13, 14, 12, 13,87.88,97.56,A
8679, India, 0,21, PHD, 13, 14, 12, 13,84.32,81.49,B
8680, India, 0,22, PHD, 13, 14, 12, 13,85.72,94.16,A
8681, India, 0,23, PHD, 13, 14, 12, 13,84.07,82.95,B
8682, India, 0,23, PHD, 13, 14, 12, 13,87.97,94.18,A
8683, India, 0,26, PHD, 13, 14, 12, 13,88.22,91.90,A
8684, India, 0,26, PHD, 13, 14, 12, 13,98.55,91.96,A
8685, India, 0,25, PHD, 13, 14, 12, 13,84.31,84.34,B
8686, India, 0,20, PHD, 13, 14, 12, 13,97.26,90.60,A
8687, India, 0,25, PHD, 13, 14, 12, 13,96.15,87.78,B
8688, India, 0,20, PHD, 13, 14, 12, 13,91.66,95.77,A
8689, India, 0,19, PHD, 13, 14, 12, 13,80.10,97.94,A
8690, India, 0,25, PHD, 13, 14, 12, 13,87.29,97.60,A
8691, India, 0,20, PHD, 13, 14, 12, 13,86.09,97.76,A
8692, India, 0,22, PHD, 13, 14, 12, 13,80.01,92.76,A
8693, India, 0,23, PHD, 13, 14, 12, 13,92.09,85.12,B
8694, India, 0,23, PHD, 13, 14, 12, 13,88.49,95.30,A
8695, India, 0,26, PHD, 13, 14, 12, 13,96.28,90.78,A
8696, India, 0,20, PHD, 13, 14, 12, 13,83.10,81.51,B
8697, India, 0,23, PHD, 13, 14, 12, 13,84.33,92.41,A
8698, India, 0,19, PHD, 13, 14, 12, 13,98.19,82.69,B
8699, China, 0,24, BS, 11, 13, 1, 2,96.33,95.61,A
8700, China, 0,23, BS, 11, 13, 1, 2,95.45,90.68,A
8701, China, 0,22, BS, 11, 13, 1, 2,91.63,91.55,A
8702, China, 0,20, BS, 11, 13, 1, 2,96.77,96.39,A
8703, China, 0,21, BS, 11, 13, 1, 2,95.42,94.99,A
8704, China, 0,20, BS, 11, 13, 1, 2,99.77,98.75,A
8705, China, 0,22, BS, 11, 13, 1, 2,94.75,99.54,A
8706, China, 0,22, BS, 11, 13, 1, 2,99.95,91.15,A
8707, China, 0,22, BS, 11, 13, 1, 2,90.81,90.15,A
8708, China, 0,18, BS, 11, 13, 1, 2,98.39,98.96,A
8709, China, 0,25, BS, 11, 13, 1, 2,92.84,95.11,A
8710, China, 0,23, BS, 11, 13, 1, 2,98.22,93.91,A
8711, China, 0,26, BS, 11, 13, 1, 2,99.60,93.59,A
8712, China, 0,20, BS, 11, 13, 1, 2,92.87,92.55,A
8713, China, 0,25, BS, 11, 13, 1, 2,91.33,93.98,A
8714, China, 0,20, BS, 11, 13, 1, 2,96.57,91.44,A
8715, China, 0,20, BS, 11, 13, 1, 2,95.18,92.90,A
8716, China, 0,23, BS, 11, 13, 1, 2,96.56,91.09,A
8717, China, 0,22, BS, 11, 13, 1, 2,97.51,94.80,A
8718, China, 0,22, BS, 11, 13, 1, 2,99.47,99.45,A
8719, China, 0,18, BS, 11, 13, 1, 2,91.53,97.59,A
8720, China, 0,22, BS, 11, 13, 1, 2,95.52,96.27,A
8721, China, 0,26, BS, 11, 13, 1, 2,91.98,90.15,A
8722, China, 0,22, BS, 11, 13, 1, 2,91.06,93.69,A
